H:\Training Data\IMG\center_2019_09_21_15_22_48_040.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_48_040.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_48_040.jpg,0,0,0,4.276938E-06
H:\Training Data\IMG\center_2019_09_21_15_22_48_107.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_48_107.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_48_107.jpg,0,0,0,1.756656E-05
H:\Training Data\IMG\center_2019_09_21_15_22_48_175.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_48_175.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_48_175.jpg,0,0,0,2.458172E-05
H:\Training Data\IMG\center_2019_09_21_15_22_48_241.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_48_241.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_48_241.jpg,0,0,0,8.683172E-06
H:\Training Data\IMG\center_2019_09_21_15_22_48_308.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_48_308.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_48_308.jpg,0,0,0,1.616367E-05
H:\Training Data\IMG\center_2019_09_21_15_22_48_376.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_48_376.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_48_376.jpg,0,0,0,3.304268E-06
H:\Training Data\IMG\center_2019_09_21_15_22_48_445.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_48_445.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_48_445.jpg,0,0,0,1.902931E-05
H:\Training Data\IMG\center_2019_09_21_15_22_48_513.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_48_513.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_48_513.jpg,0,0,0,1.84606E-05
H:\Training Data\IMG\center_2019_09_21_15_22_48_580.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_48_580.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_48_580.jpg,0,0,0,2.04566E-05
H:\Training Data\IMG\center_2019_09_21_15_22_48_649.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_48_649.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_48_649.jpg,0,0,0,9.097283E-06
H:\Training Data\IMG\center_2019_09_21_15_22_48_715.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_48_715.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_48_715.jpg,0,0,0,1.802534E-05
H:\Training Data\IMG\center_2019_09_21_15_22_48_782.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_48_782.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_48_782.jpg,0,0,0,6.79647E-06
H:\Training Data\IMG\center_2019_09_21_15_22_48_850.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_48_850.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_48_850.jpg,0,0,0,4.015337E-06
H:\Training Data\IMG\center_2019_09_21_15_22_48_917.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_48_917.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_48_917.jpg,0,0,0,1.5266E-05
H:\Training Data\IMG\center_2019_09_21_15_22_48_985.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_48_985.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_48_985.jpg,0,0,0,4.032513E-06
H:\Training Data\IMG\center_2019_09_21_15_22_49_053.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_49_053.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_49_053.jpg,0,0,0,6.062745E-06
H:\Training Data\IMG\center_2019_09_21_15_22_49_153.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_49_153.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_49_153.jpg,0,0,0,1.258543E-05
H:\Training Data\IMG\center_2019_09_21_15_22_49_253.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_49_253.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_49_253.jpg,0,0,0,3.676081E-06
H:\Training Data\IMG\center_2019_09_21_15_22_49_321.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_49_321.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_49_321.jpg,0,0,0,2.015167E-06
H:\Training Data\IMG\center_2019_09_21_15_22_49_388.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_49_388.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_49_388.jpg,0,0,0,4.996648E-06
H:\Training Data\IMG\center_2019_09_21_15_22_49_455.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_49_455.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_49_455.jpg,0,0,0,1.054093E-06
H:\Training Data\IMG\center_2019_09_21_15_22_49_523.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_49_523.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_49_523.jpg,0,0,0,1.160873E-05
H:\Training Data\IMG\center_2019_09_21_15_22_49_592.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_49_592.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_49_592.jpg,0,0,0,2.088881E-05
H:\Training Data\IMG\center_2019_09_21_15_22_49_692.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_49_692.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_49_692.jpg,0,0,0,1.563357E-05
H:\Training Data\IMG\center_2019_09_21_15_22_49_759.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_49_759.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_49_759.jpg,0,0,0,1.254557E-05
H:\Training Data\IMG\center_2019_09_21_15_22_49_828.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_49_828.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_49_828.jpg,0,0,0,6.22707E-06
H:\Training Data\IMG\center_2019_09_21_15_22_49_931.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_49_931.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_49_931.jpg,0,0.1022418,0,0.06618419
H:\Training Data\IMG\center_2019_09_21_15_22_49_998.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_49_998.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_49_998.jpg,0,0.3097602,0,0.2445619
H:\Training Data\IMG\center_2019_09_21_15_22_50_098.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_50_098.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_50_098.jpg,0,0.6081999,0,0.8055174
H:\Training Data\IMG\center_2019_09_21_15_22_50_168.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_50_168.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_50_168.jpg,0,0.4025622,0,1.26333
H:\Training Data\IMG\center_2019_09_21_15_22_50_236.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_50_236.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_50_236.jpg,0,0.2007675,0,1.447595
H:\Training Data\IMG\center_2019_09_21_15_22_50_303.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_50_303.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_50_303.jpg,0,0.404238,0,1.654096
H:\Training Data\IMG\center_2019_09_21_15_22_50_369.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_50_369.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_50_369.jpg,0,0.6084483,0,2.189618
H:\Training Data\IMG\center_2019_09_21_15_22_50_436.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_50_436.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_50_436.jpg,0,0.4074657,0,2.495909
H:\Training Data\IMG\center_2019_09_21_15_22_50_503.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_50_503.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_50_503.jpg,0,0.2066757,0,2.665526
H:\Training Data\IMG\center_2019_09_21_15_22_50_571.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_50_571.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_50_571.jpg,0,0.001653925,0,2.737882
H:\Training Data\IMG\center_2019_09_21_15_22_50_638.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_50_638.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_50_638.jpg,-0.15,0,0,2.693192
H:\Training Data\IMG\center_2019_09_21_15_22_50_707.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_50_707.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_50_707.jpg,-0.35,0,0,2.662779
H:\Training Data\IMG\center_2019_09_21_15_22_50_809.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_50_809.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_50_809.jpg,0,0,0,2.624408
H:\Training Data\IMG\center_2019_09_21_15_22_50_875.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_50_875.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_50_875.jpg,0,0,0,2.608539
H:\Training Data\IMG\center_2019_09_21_15_22_50_943.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_50_943.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_50_943.jpg,0,0,0,2.592806
H:\Training Data\IMG\center_2019_09_21_15_22_51_011.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_51_011.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_51_011.jpg,-0.1,0,0,2.570981
H:\Training Data\IMG\center_2019_09_21_15_22_51_079.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_51_079.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_51_079.jpg,-0.25,0,0,2.55079
H:\Training Data\IMG\center_2019_09_21_15_22_51_180.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_51_180.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_51_180.jpg,0,0,0,2.514352
H:\Training Data\IMG\center_2019_09_21_15_22_51_248.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_51_248.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_51_248.jpg,0,0.0986121,0,2.518907
H:\Training Data\IMG\center_2019_09_21_15_22_51_316.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_51_316.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_51_316.jpg,0,0.3006705,0,2.725922
H:\Training Data\IMG\center_2019_09_21_15_22_51_385.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_51_385.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_51_385.jpg,0,0.5058207,0,3.139958
H:\Training Data\IMG\center_2019_09_21_15_22_51_452.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_51_452.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_51_452.jpg,-0.1,0.5082096,0,3.456773
H:\Training Data\IMG\center_2019_09_21_15_22_51_520.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_51_520.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_51_520.jpg,-0.25,0.7112138,0,3.88897
H:\Training Data\IMG\center_2019_09_21_15_22_51_588.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_51_588.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_51_588.jpg,0,0.5082254,0,4.389693
H:\Training Data\IMG\center_2019_09_21_15_22_51_656.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_51_656.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_51_656.jpg,0,0.5080106,0,4.706875
H:\Training Data\IMG\center_2019_09_21_15_22_51_725.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_51_725.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_51_725.jpg,0,0.7132598,0,5.30018
H:\Training Data\IMG\center_2019_09_21_15_22_51_794.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_51_794.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_51_794.jpg,0,0.9192659,0,5.899858
H:\Training Data\IMG\center_2019_09_21_15_22_51_861.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_51_861.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_51_861.jpg,0,0.9241847,0,6.484285
H:\Training Data\IMG\center_2019_09_21_15_22_51_929.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_51_929.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_51_929.jpg,0,1,0,7.393762
